,,JFM,FMA,MAM,AMJ,MJJ,JJA,JAS,ASO,SON,OND,NDJ,DJF
ECMWF-SEAS5.1,lead3,-0.18793785709034877,0.007097835503754437,-0.14907789834548918,-0.05935806005078523,0.0207161513777057,-0.018974389040131195,-0.014758155850240115,-0.045347779182382655,0.09191028968937273,0.07268834862943664,0.052835744224869995,-0.05203109250898136
ECMWF-SEAS5.1,lead2,-0.21176497884189174,-0.03133572182769333,-0.19400776930572558,-0.0967148175339568,0.016207255712206055,0.05205093646582403,-0.023507170557911815,0.05202753408635265,-0.004175979645850346,0.04063797501003026,-0.028005026296752923,-0.08424306612416253
ECMWF-SEAS5.1,lead1,0.005580844897399671,-0.004577663417909637,-0.24057534435722822,-0.06784897362135203,0.11536044132188965,0.003737879750593292,0.08604261011680872,0.005041656586992517,0.04218666697795275,0.1084338337803164,0.012325405526334224,-0.03943362355862335
Météo France-System 8,lead3,-0.2894484400292069,-0.12139066034634594,-0.09065146378038341,-0.01922942755656191,0.0008731143886747443,-0.010891250394688539,0.10054700134310098,0.007808823825949783,0.08636315141052386,0.02148008154521656,-0.0809285424603341,-0.10448592073693215
Météo France-System 8,lead2,-0.20837332388549706,-0.10770806300134748,-0.1539545677281043,-0.06648568883748081,-0.0458120737316855,0.08240138559292016,0.053104025766063295,0.023233414964809056,0.06307479873269604,-0.04065196369585385,0.07418130751408782,-0.016528757159671694
Météo France-System 8,lead1,-0.18988874324898036,-0.128433988730751,-0.15982799277451268,-0.10411070809106246,0.03377212632141556,0.07280536032050428,0.07379642978026614,0.024325826371819095,0.02717266588993768,0.1567308060110471,-0.08247706234365101,-0.04525972396664771
Met Office-GloSea6.2,lead3,-0.235208234866125,-0.07258111815787992,-0.13743747200869239,-0.06589692338099995,-0.013413071391200342,-0.02380229596421975,0.05560299462876891,-0.014324227847444106,0.0519439203324698,0.04066992237348349,0.009196451951909466,-0.021987669704518063
Met Office-GloSea6.2,lead2,-0.12067958491269756,-0.058857855855463846,-0.1713964508816622,-0.05656901951274553,-0.08288645829742354,0.038052950748554276,0.02233337689159115,0.02252767985734505,0.08403514062476795,0.06320282677872045,-0.027819889947619997,-0.09628353985822466
Met Office-GloSea6.2,lead1,-0.07838290480183845,-0.11193503742269284,-0.18188488152697027,-0.17819316129301563,-0.0020534199494478688,-0.026590159974314968,0.004221167914773542,0.06667746774030264,0.11201438807845766,0.046274343640339145,0.004352241941692205,0.028267173601079804
DWD-GCFS2.1,lead3,-0.14222061509169315,0.00388149743747795,-0.17845407925387863,-0.05043284309737425,-0.02536632105731335,-0.11970853202532508,-0.07998119066294221,0.0006460222486797121,0.029776652704469973,-0.005380148820433767,0.02829143064933034,-0.028753178721198265
DWD-GCFS2.1,lead2,-0.0937586234866143,0.05151564396140431,-0.15971559144450462,-0.09512684650365343,-0.011818435894039764,-0.14019541453377063,0.022816121385379074,-0.012221671894902456,-0.0031844144425725394,0.050584977838540775,-0.06304545888978469,-0.10564720252042852
DWD-GCFS2.1,lead1,-0.14279269872581202,0.059201950276220675,-0.20934867758868042,-0.07900308317001827,-0.04169576314632544,-0.12642874428255824,-0.04456372124874107,-0.01105953583100586,0.011072131547816872,-0.07409996432385191,-0.08644649978382773,-0.00017485257871974113
CMCC-SPSv3.5,lead3,-0.09687551088477091,-0.020226787153332898,-0.13057615291381267,-0.0017303856707016698,-0.005153038130036197,-0.00471142488575754,0.11154013538575681,0.007004191444350445,0.012328653456560356,0.06627053264747933,-0.01461197028611266,-0.012957212317672212
CMCC-SPSv3.5,lead2,-0.08578238660566151,-0.009660232936372509,-0.034022516870083515,-0.033213373742259446,0.04727896433655988,0.11855671266519584,0.04798489394408254,0.0044211294259003065,0.04004329228656262,0.05697290374405527,0.013967584009953614,0.0011777298131358225
CMCC-SPSv3.5,lead1,-0.08863108250896663,-0.01718693203311747,-0.06441781261026212,-0.005780367837456427,0.04659913502169656,0.053991426634742386,0.06256768576625432,-0.022485008810614566,0.0060198828181086276,0.12993728934968365,-0.04596848177008993,0.04035850880383336
NCEP-CFSv2,lead3,-0.2974994263844589,-0.14610253003015114,-0.2650458530504262,-0.033434302503279556,-0.04537895228736206,0.006314623244772814,0.08796006514679365,-0.03215814197728469,-0.03934782749812157,0.08666242574991295,-0.0742680235067964,-0.06842316515503281
